bin,Step Time,Average Relative Speed
"(0, 600]",300.5,0.41863333333333336
"(600, 1200]",900.5,0.46791666666666665
"(1200, 1800]",1500.5,0.41935
"(1800, 2400]",2100.5,0.4397333333333333
"(2400, 3000]",2700.5,0.44110000000000005
"(3000, 3600]",3300.5,0.43565
"(3600, 4200]",3900.5,0.42233333333333334
"(4200, 4800]",4500.5,0.43251666666666666
"(4800, 5400]",5100.5,0.42774999999999996
"(5400, 6000]",5700.5,0.41581666666666667
"(6000, 6600]",6300.5,0.4325
"(6600, 7200]",6900.5,0.41838333333333333
"(7200, 7800]",7500.5,0.37888333333333335
"(7800, 8400]",8100.5,0.37703333333333333
"(8400, 9000]",8700.5,0.3802833333333333
"(9000, 9600]",9300.5,0.3883
"(9600, 10200]",9900.5,0.38571666666666665
"(10200, 10800]",10500.5,0.38455
"(10800, 11400]",11100.5,0.3627666666666667
"(11400, 12000]",11700.5,0.3653166666666667
"(12000, 12600]",12300.5,0.3663166666666667
"(12600, 13200]",12900.5,0.36585
"(13200, 13800]",13500.5,0.37453333333333333
"(13800, 14400]",14100.5,0.36788333333333334
"(14400, 15000]",14700.5,0.36935
"(15000, 15600]",15300.5,0.3692333333333333
"(15600, 16200]",15900.5,0.37161666666666665
"(16200, 16800]",16500.5,0.37038333333333334
"(16800, 17400]",17100.5,0.3724166666666667
"(17400, 18000]",17700.5,0.37266666666666665
"(18000, 18600]",18300.5,0.3684
"(18600, 19200]",18900.5,0.3723
"(19200, 19800]",19500.5,0.37
"(19800, 20400]",20100.5,0.3771833333333333
"(20400, 21000]",20700.5,0.3716833333333333
"(21000, 21600]",21300.5,0.3725833333333334
"(21600, 22200]",21900.5,0.36863333333333337
"(22200, 22800]",22500.5,0.3730833333333333
"(22800, 23400]",23100.5,0.3723
"(23400, 24000]",23700.5,0.3691333333333333
"(24000, 24600]",24300.5,0.36695
"(24600, 25200]",24900.5,0.3752833333333333
"(25200, 25800]",25500.5,0.36626666666666663
"(25800, 26400]",26100.5,0.37126666666666663
"(26400, 27000]",26700.5,0.37296666666666667
"(27000, 27600]",27300.5,0.37728333333333336
"(27600, 28200]",27900.5,0.36806666666666665
"(28200, 28800]",28500.5,0.37485
"(28800, 29400]",29100.5,0.34923333333333334
"(29400, 30000]",29700.5,0.3463333333333333
"(30000, 30600]",30300.5,0.35383333333333333
"(30600, 31200]",30900.5,0.3506
"(31200, 31800]",31500.5,0.35086666666666666
"(31800, 32400]",32100.5,0.35800000000000004
"(32400, 33000]",32700.5,0.35611666666666664
"(33000, 33600]",33300.5,0.3585
"(33600, 34200]",33900.5,0.35286666666666666
"(34200, 34800]",34500.5,0.3555333333333333
"(34800, 35400]",35100.5,0.3537166666666666
"(35400, 36000]",35700.5,0.35441666666666666
"(36000, 36600]",36300.5,0.34968333333333335
"(36600, 37200]",36900.5,0.3541833333333333
"(37200, 37800]",37500.5,0.35113333333333335
"(37800, 38400]",38100.5,0.3473833333333333
"(38400, 39000]",38700.5,0.35996666666666666
"(39000, 39600]",39300.5,0.36236666666666667
"(39600, 40200]",39900.5,0.36405
"(40200, 40800]",40500.5,0.36191666666666666
"(40800, 41400]",41100.5,0.3569333333333333
"(41400, 42000]",41700.5,0.3631166666666667
"(42000, 42600]",42300.5,0.35911666666666664
"(42600, 43200]",42900.5,0.3599333333333333
"(43200, 43800]",43500.5,0.3574333333333333
"(43800, 44400]",44100.5,0.3570333333333333
"(44400, 45000]",44700.5,0.3505666666666667
"(45000, 45600]",45300.5,0.35383333333333333
"(45600, 46200]",45900.5,0.35361666666666663
"(46200, 46800]",46500.5,0.35625
"(46800, 47400]",47100.5,0.34648333333333337
"(47400, 48000]",47700.5,0.35155000000000003
"(48000, 48600]",48300.5,0.35765
"(48600, 49200]",48900.5,0.3483
"(49200, 49800]",49500.5,0.3496166666666667
"(49800, 50400]",50100.5,0.35214999999999996
"(50400, 51000]",50700.5,0.3520666666666667
"(51000, 51600]",51300.5,0.3506
"(51600, 52200]",51900.5,0.3504333333333333
"(52200, 52800]",52500.5,0.35314999999999996
"(52800, 53400]",53100.5,0.34995
"(53400, 54000]",53700.5,0.35386666666666666
